route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,cap_applied_flag
BOM-GAU,2025-11-06,BOM,GAU,1260,9483.02,INR,101,0.54,957785.02,0,0,,NORMAL,False
DEL-BOM,2025-11-06,DEL,BOM,1019,9755.85,INR,181,0.97,1765808.85,0,0,,NORMAL,False
DEL-PAT,2025-11-06,DEL,PAT,1367,9413.0,INR,87,0.47,818931.0,0,0,,NORMAL,False
GAU-MAA,2025-11-06,GAU,MAA,1538,11067.35,INR,141,0.76,1560496.35,0,0,,NORMAL,False
PAT-COK,2025-11-06,PAT,COK,978,8419.42,INR,103,0.55,867200.26,0,0,,NORMAL,False
PNQ-MAA,2025-11-06,PNQ,MAA,2451,14181.02,INR,155,0.83,2198058.1,0,0,,NORMAL,False
IXC-ATQ,2025-11-06,IXC,ATQ,2266,15497.28,INR,90,0.48,1394755.2,0,0,,NORMAL,False
DEL-IXB,2025-11-06,DEL,IXB,2453,15434.96,INR,150,0.81,2315244.0,0,0,,NORMAL,False
CCU-PNQ,2025-11-06,CCU,PNQ,1636,12616.04,INR,152,0.82,1917638.08,0,0,,NORMAL,False
CCU-HYD,2025-11-06,CCU,HYD,777,6475.69,INR,90,0.48,582812.1,0,0,,NORMAL,False
LKO-ATQ,2025-11-06,LKO,ATQ,2670,16444.92,INR,120,0.65,1973390.4,0,0,,NORMAL,False
IXC-IXB,2025-11-06,IXC,IXB,2172,12542.58,INR,129,0.69,1617992.82,0,0,,NORMAL,False
PAT-GAU,2025-11-06,PAT,GAU,1932,11551.56,INR,158,0.85,1825146.48,0,0,,NORMAL,False
HYD-LKO,2025-11-06,HYD,LKO,1889,12142.12,INR,163,0.88,1979165.56,0,0,,NORMAL,False
BLR-CCU,2025-11-06,BLR,CCU,1295,10200.51,INR,155,0.83,1581079.05,0,0,,NORMAL,False
IXC-CCU,2025-11-06,IXC,CCU,2182,15511.34,INR,90,0.48,1396020.6,0,0,,NORMAL,False
PNQ-HYD,2025-11-06,PNQ,HYD,902,7473.24,INR,113,0.61,844476.12,0,0,,NORMAL,False
AMD-BOM,2025-11-06,AMD,BOM,1090,8484.55,INR,164,0.88,1391466.2,0,0,,NORMAL,False
GOI-CCU,2025-11-06,GOI,CCU,1487,11953.52,INR,86,0.46,1028002.72,0,0,,NORMAL,False
BOM-CCU,2025-11-06,BOM,CCU,1859,11875.99,INR,140,0.75,1662638.6,0,0,,NORMAL,False
SXR-LKO,2025-11-06,SXR,LKO,1650,12373.0,INR,127,0.68,1571371.0,0,0,,NORMAL,False
GAU-GOI,2025-11-06,GAU,GOI,314,5047.99,INR,124,0.67,625950.76,0,0,,NORMAL,False
VNS-PNQ,2025-11-06,VNS,PNQ,1709,12947.47,INR,147,0.79,1903278.09,0,0,,NORMAL,False
COK-CCU,2025-11-06,COK,CCU,2472,16812.0,INR,93,0.5,1563516.0,0,0,,NORMAL,False
PNQ-JAI,2025-11-06,PNQ,JAI,1362,9909.05,INR,125,0.67,1238631.25,0,0,,NORMAL,False
AMD-PAT,2025-11-06,AMD,PAT,2193,12634.15,INR,166,0.89,2097268.9,0,0,,NORMAL,False
ATQ-CCU,2025-11-06,ATQ,CCU,1509,12138.04,INR,112,0.6,1359460.48,0,0,,NORMAL,False
COK-BLR,2025-11-06,COK,BLR,1415,10247.03,INR,109,0.59,1116926.27,0,0,,NORMAL,False
ATQ-JAI,2025-11-06,ATQ,JAI,1116,9154.85,INR,95,0.51,869710.75,0,0,,NORMAL,False
IXC-GOI,2025-11-06,IXC,GOI,1105,9607.24,INR,87,0.47,835829.88,0,0,,NORMAL,False
PNQ-GOI,2025-11-06,PNQ,GOI,849,8751.88,INR,109,0.59,953954.92,0,0,,NORMAL,False
PNQ-IXB,2025-11-06,PNQ,IXB,821,7224.37,INR,175,0.94,1264264.75,0,0,,NORMAL,False
BOM-IXB,2025-11-06,BOM,IXB,1910,14899.19,INR,120,0.65,1787902.8,0,0,,NORMAL,False
PAT-IXB,2025-11-06,PAT,IXB,1491,9735.45,INR,152,0.82,1479788.4,0,0,,NORMAL,False
BHO-BOM,2025-11-06,BHO,BOM,638,7162.98,INR,167,0.9,1196217.66,0,0,,NORMAL,False
MAA-BOM,2025-11-06,MAA,BOM,2685,14486.1,INR,90,0.48,1303749.0,0,0,,NORMAL,False
IXC-JAI,2025-11-06,IXC,JAI,944,7946.48,INR,171,0.92,1358848.08,0,0,,NORMAL,False
GOI-JAI,2025-11-06,GOI,JAI,699,7726.07,INR,148,0.8,1143458.36,0,0,,NORMAL,False
VNS-BHO,2025-11-06,VNS,BHO,2017,14024.33,INR,183,0.98,2566452.39,0,0,,NORMAL,False
SXR-AMD,2025-11-06,SXR,AMD,1041,7721.93,INR,156,0.84,1204621.08,0,0,,NORMAL,False
BHO-MAA,2025-11-06,BHO,MAA,2423,16466.29,INR,124,0.67,2041819.96,0,0,,NORMAL,False
DEL-PNQ,2025-11-06,DEL,PNQ,2290,12944.76,INR,131,0.7,1695763.56,0,0,,NORMAL,False
BLR-DEL,2025-11-06,BLR,DEL,2729,15778.18,INR,151,0.81,2382505.18,0,0,,NORMAL,False
BHO-SXR,2025-11-06,BHO,SXR,1421,11349.94,INR,94,0.51,1066894.36,0,0,,NORMAL,False
VNS-IXC,2025-11-06,VNS,IXC,1526,10426.12,INR,162,0.87,1689031.44,0,0,,NORMAL,False
CCU-BHO,2025-11-06,CCU,BHO,445,5363.92,INR,102,0.55,547119.84,0,0,,NORMAL,False
VNS-COK,2025-11-06,VNS,COK,1489,10327.21,INR,125,0.67,1290901.25,0,0,,NORMAL,False
GAU-IXC,2025-11-06,GAU,IXC,896,7734.33,INR,120,0.65,928119.6,0,0,,NORMAL,False
JAI-ATQ,2025-11-06,JAI,ATQ,730,8199.16,INR,137,0.74,1123284.92,0,0,,NORMAL,False
BLR-JAI,2025-11-06,BLR,JAI,1014,8652.41,INR,133,0.72,1150770.53,0,0,,NORMAL,False
BLR-PAT,2025-11-06,BLR,PAT,678,7803.02,INR,139,0.75,1084619.78,0,0,,NORMAL,False
SXR-ATQ,2025-11-06,SXR,ATQ,580,7178.05,INR,112,0.6,803941.6,0,0,,NORMAL,False
LKO-PNQ,2025-11-06,LKO,PNQ,2575,18532.66,INR,159,0.85,2946692.94,0,0,,NORMAL,False
VNS-MAA,2025-11-06,VNS,MAA,2751,19381.39,INR,153,0.82,2965352.67,0,0,,NORMAL,False
LKO-DEL,2025-11-06,LKO,DEL,2007,12537.6,INR,140,0.75,1755264.0,0,0,,NORMAL,False
GOI-LKO,2025-11-06,GOI,LKO,736,8060.0,INR,163,0.88,1313780.0,0,0,,NORMAL,False
PNQ-BLR,2025-11-06,PNQ,BLR,2037,14193.9,INR,145,0.78,2058115.5,0,0,,NORMAL,False
GAU-BHO,2025-11-06,GAU,BHO,2171,12398.21,INR,171,0.92,2120093.91,0,0,,NORMAL,False
IXB-VNS,2025-11-06,IXB,VNS,2150,12167.98,INR,162,0.87,1971212.76,0,0,,NORMAL,False
ATQ-MAA,2025-11-06,ATQ,MAA,2691,17153.16,INR,120,0.65,2058379.2,0,0,,NORMAL,False
VNS-BLR,2025-11-06,VNS,BLR,1131,9625.17,INR,90,0.48,866265.3,0,0,,NORMAL,False
BOM-JAI,2025-11-06,BOM,JAI,926,7777.6,INR,129,0.69,1003310.4,0,0,,NORMAL,False
MAA-ATQ,2025-11-06,MAA,ATQ,694,7618.25,INR,96,0.52,731352.0,0,0,,NORMAL,False
GOI-PAT,2025-11-06,GOI,PAT,373,4939.75,INR,175,0.94,864456.25,0,0,,NORMAL,False
ATQ-BOM,2025-11-06,ATQ,BOM,2454,18018.25,INR,153,0.82,2756792.25,0,0,,NORMAL,False
GOI-BLR,2025-11-06,GOI,BLR,2767,17949.22,INR,111,0.6,1992363.42,0,0,,NORMAL,False
JAI-COK,2025-11-06,JAI,COK,1465,9409.69,INR,106,0.57,997427.14,0,0,,NORMAL,False
HYD-VNS,2025-11-06,HYD,VNS,1787,11710.77,INR,143,0.77,1674640.11,0,0,,NORMAL,False
MAA-COK,2025-11-06,MAA,COK,1304,10283.66,INR,120,0.65,1234039.2,0,0,,NORMAL,False
BOM-IXC,2025-11-06,BOM,IXC,1406,11929.8,INR,102,0.55,1216839.6,0,0,,NORMAL,False
GOI-ATQ,2025-11-06,GOI,ATQ,1139,8330.13,INR,100,0.54,833013.0,0,0,,NORMAL,False
IXB-IXC,2025-11-06,IXB,IXC,1189,10130.36,INR,109,0.59,1104209.24,0,0,,NORMAL,False
HYD-ATQ,2025-11-06,HYD,ATQ,1018,7312.47,INR,181,0.97,1323557.07,0,0,,NORMAL,False
GAU-IXB,2025-11-06,GAU,IXB,2145,15481.21,INR,136,0.73,2105444.56,0,0,,NORMAL,False
JAI-BHO,2025-11-06,JAI,BHO,2129,13902.26,INR,125,0.67,1737782.5,0,0,,NORMAL,False
GOI-BHO,2025-11-06,GOI,BHO,2715,17120.22,INR,121,0.65,2071546.62,0,0,,NORMAL,False
LKO-JAI,2025-11-06,LKO,JAI,2660,14683.88,INR,144,0.77,2114478.72,0,0,,NORMAL,False
PNQ-BOM,2025-11-06,PNQ,BOM,1153,9871.26,INR,89,0.48,878542.14,0,0,,NORMAL,False
DEL-GAU,2025-11-06,DEL,GAU,1439,12053.07,INR,168,0.9,2024915.76,0,0,,NORMAL,False
AMD-JAI,2025-11-06,AMD,JAI,2422,16458.83,INR,118,0.63,1942141.94,0,0,,NORMAL,False
BLR-GAU,2025-11-06,BLR,GAU,408,5127.68,INR,114,0.61,584555.52,0,0,,NORMAL,False
LKO-AMD,2025-11-06,LKO,AMD,315,5117.58,INR,154,0.83,788107.32,0,0,,NORMAL,False
MAA-CCU,2025-11-06,MAA,CCU,850,7949.81,INR,131,0.7,1041425.11,0,0,,NORMAL,False
PAT-GOI,2025-11-06,PAT,GOI,1741,11823.41,INR,142,0.76,1678924.22,0,0,,NORMAL,False
CCU-IXC,2025-11-06,CCU,IXC,1888,14180.53,INR,84,0.45,1191164.52,0,0,,NORMAL,False
ATQ-HYD,2025-11-06,ATQ,HYD,1225,10772.09,INR,125,0.67,1346511.25,0,0,,NORMAL,False
BHO-IXB,2025-11-06,BHO,IXB,583,5707.61,INR,123,0.66,702036.03,0,0,,NORMAL,False
CCU-VNS,2025-11-06,CCU,VNS,1486,12260.28,INR,102,0.55,1250548.56,0,0,,NORMAL,False
SXR-GOI,2025-11-06,SXR,GOI,760,8228.58,INR,140,0.75,1152001.2,0,0,,NORMAL,False
PAT-MAA,2025-11-06,PAT,MAA,887,7621.31,INR,80,0.43,609704.8,0,0,,NORMAL,False
GAU-COK,2025-11-06,GAU,COK,1750,12982.34,INR,146,0.78,1895421.64,0,0,,NORMAL,False
LKO-SXR,2025-11-06,LKO,SXR,1137,8569.32,INR,172,0.92,1473923.04,0,0,,NORMAL,False
IXB-JAI,2025-11-06,IXB,JAI,2514,16430.0,INR,164,0.88,2694520.0,0,0,,NORMAL,False
GAU-DEL,2025-11-06,GAU,DEL,2079,13942.32,INR,185,0.99,2579329.2,0,0,,NORMAL,False
IXB-HYD,2025-11-06,IXB,HYD,1613,13225.04,INR,160,0.86,2116006.4,0,0,,NORMAL,False
LKO-VNS,2025-11-06,LKO,VNS,517,5932.01,INR,165,0.89,978781.65,0,0,,NORMAL,False
BLR-HYD,2025-11-06,BLR,HYD,681,7534.22,INR,80,0.43,602737.6,0,0,,NORMAL,False
GAU-CCU,2025-11-06,GAU,CCU,2032,11932.5,INR,124,0.67,1479630.0,0,0,,NORMAL,False
LKO-IXB,2025-11-06,LKO,IXB,2793,18354.05,INR,136,0.73,2496150.8,0,0,,NORMAL,False
LKO-BHO,2025-11-06,LKO,BHO,1491,10270.63,INR,115,0.62,1181122.45,0,0,,NORMAL,False
COK-PNQ,2025-11-06,COK,PNQ,2437,14775.38,INR,90,0.48,1329784.2,0,0,,NORMAL,False
IXB-MAA,2025-11-06,IXB,MAA,307,4956.77,INR,148,0.8,733601.96,0,0,,NORMAL,False
ATQ-LKO,2025-11-06,ATQ,LKO,2571,18420.62,INR,96,0.52,1768379.52,0,0,,NORMAL,False
IXC-SXR,2025-11-06,IXC,SXR,1402,9080.9,INR,182,0.98,1652723.8,0,0,,NORMAL,False
DEL-LKO,2025-11-06,DEL,LKO,1887,14250.86,INR,96,0.52,1368082.56,0,0,,NORMAL,False
ATQ-SXR,2025-11-06,ATQ,SXR,355,5031.75,INR,138,0.74,694381.5,0,0,,NORMAL,False
AMD-GAU,2025-11-06,AMD,GAU,2517,16110.01,INR,115,0.62,1852651.15,0,0,,NORMAL,False
GOI-VNS,2025-11-06,GOI,VNS,1260,10315.44,INR,173,0.93,1784571.12,0,0,,NORMAL,False
DEL-BLR,2025-11-06,DEL,BLR,2477,18183.52,INR,81,0.44,1472865.12,0,0,,NORMAL,False
DEL-CCU,2025-11-06,DEL,CCU,1619,9864.79,INR,91,0.49,897695.89,0,0,,NORMAL,False
VNS-ATQ,2025-11-06,VNS,ATQ,2365,13068.38,INR,96,0.52,1254564.48,0,0,,NORMAL,False
AMD-MAA,2025-11-06,AMD,MAA,2621,18122.98,INR,131,0.7,2374110.38,0,0,,NORMAL,False
VNS-JAI,2025-11-06,VNS,JAI,458,5677.45,INR,117,0.63,664261.65,0,0,,NORMAL,False
SXR-BHO,2025-11-06,SXR,BHO,2780,15127.04,INR,182,0.98,2753121.28,0,0,,NORMAL,False
BOM-VNS,2025-11-06,BOM,VNS,1413,9807.95,INR,174,0.94,1706583.3,0,0,,NORMAL,False
GOI-IXB,2025-11-06,GOI,IXB,1022,9691.49,INR,186,1.0,1802617.14,0,0,,NORMAL,False
IXB-DEL,2025-11-06,IXB,DEL,1426,10211.35,INR,100,0.54,1021135.0,0,0,,NORMAL,False
BLR-IXC,2025-11-06,BLR,IXC,547,5905.66,INR,93,0.5,549226.38,0,0,,NORMAL,False
LKO-CCU,2025-11-06,LKO,CCU,1144,10027.52,INR,81,0.44,812229.12,0,0,,NORMAL,False
GAU-ATQ,2025-11-06,GAU,ATQ,1066,9239.52,INR,168,0.9,1552239.36,0,0,,NORMAL,False
BOM-BHO,2025-11-06,BOM,BHO,627,6676.01,INR,139,0.75,927965.39,0,0,,NORMAL,False
AMD-BHO,2025-11-06,AMD,BHO,2168,13883.81,INR,125,0.67,1735476.25,0,0,,NORMAL,False
MAA-PNQ,2025-11-06,MAA,PNQ,1002,8391.68,INR,136,0.73,1141268.48,0,0,,NORMAL,False
GOI-PNQ,2025-11-06,GOI,PNQ,1916,12130.28,INR,168,0.9,2037887.04,0,0,,NORMAL,False
COK-CCU,2025-11-07,COK,CCU,1918,13924.95,INR,84,0.45,1169695.8,0,0,,NORMAL,False
BHO-CCU,2025-11-07,BHO,CCU,2107,14325.44,INR,142,0.76,2034212.48,0,0,,NORMAL,False
BHO-MAA,2025-11-07,BHO,MAA,2312,16461.74,INR,96,0.52,1580327.04,0,0,,NORMAL,False
SXR-VNS,2025-11-07,SXR,VNS,2073,15872.13,INR,107,0.58,1698317.91,0,0,,NORMAL,False
ATQ-PAT,2025-11-07,ATQ,PAT,2514,18191.4,INR,105,0.56,1910097.0,0,0,,NORMAL,False
GAU-BLR,2025-11-07,GAU,BLR,1863,12970.09,INR,179,0.96,2321646.11,0,0,,NORMAL,False
CCU-GOI,2025-11-07,CCU,GOI,2032,15642.23,INR,146,0.78,2283765.58,0,0,,NORMAL,False
PAT-IXB,2025-11-07,PAT,IXB,1022,7365.53,INR,99,0.53,729187.47,0,0,,NORMAL,False
PAT-GAU,2025-11-07,PAT,GAU,2798,18082.99,INR,145,0.78,2622033.55,0,0,,NORMAL,False
BOM-MAA,2025-11-07,BOM,MAA,1440,10051.1,INR,122,0.66,1226234.2,0,0,,NORMAL,False
VNS-COK,2025-11-07,VNS,COK,1050,9106.53,INR,173,0.93,1575429.69,0,0,,NORMAL,False
SXR-JAI,2025-11-07,SXR,JAI,2226,15555.46,INR,81,0.44,1259992.26,0,0,,NORMAL,False
SXR-PNQ,2025-11-07,SXR,PNQ,1839,12377.55,INR,131,0.7,1621459.05,0,0,,NORMAL,False
GOI-LKO,2025-11-07,GOI,LKO,2059,14844.76,INR,111,0.6,1647768.36,0,0,,NORMAL,False
DEL-BOM,2025-11-07,DEL,BOM,2382,14388.19,INR,172,0.92,2474768.68,0,0,,NORMAL,False
IXC-ATQ,2025-11-07,IXC,ATQ,371,5166.09,INR,146,0.78,754249.14,0,0,,NORMAL,False
DEL-COK,2025-11-07,DEL,COK,975,8461.97,INR,175,0.94,1480844.75,0,0,,NORMAL,False
IXC-BOM,2025-11-07,IXC,BOM,2198,13828.97,INR,102,0.55,1410554.94,0,0,,NORMAL,False
IXB-PNQ,2025-11-07,IXB,PNQ,1242,10335.57,INR,172,0.92,1777718.04,0,0,,NORMAL,False
ATQ-MAA,2025-11-07,ATQ,MAA,2151,15901.98,INR,105,0.56,1669707.9,0,0,,NORMAL,False
MAA-BHO,2025-11-07,MAA,BHO,2797,17703.11,INR,85,0.46,1504764.35,0,0,,NORMAL,False
LKO-ATQ,2025-11-07,LKO,ATQ,843,7660.44,INR,181,0.97,1386539.64,0,0,,NORMAL,False
VNS-BHO,2025-11-07,VNS,BHO,2006,12533.64,INR,182,0.98,2281122.48,0,0,,NORMAL,False
LKO-IXC,2025-11-07,LKO,IXC,2612,15177.91,INR,184,0.99,2792735.44,0,0,,NORMAL,False
BHO-HYD,2025-11-07,BHO,HYD,1455,11465.84,INR,117,0.63,1341503.28,0,0,,NORMAL,False
VNS-PAT,2025-11-07,VNS,PAT,2356,16620.4,INR,169,0.91,2808847.6,0,0,,NORMAL,False
BOM-GOI,2025-11-07,BOM,GOI,2386,13833.2,INR,86,0.46,1189655.2,0,0,,NORMAL,False
HYD-GAU,2025-11-07,HYD,GAU,2285,17154.13,INR,121,0.65,2075649.73,0,0,,NORMAL,False
CCU-AMD,2025-11-07,CCU,AMD,2589,17537.16,INR,133,0.72,2332442.28,0,0,,NORMAL,False
AMD-CCU,2025-11-07,AMD,CCU,1695,12281.21,INR,124,0.67,1522870.04,0,0,,NORMAL,False
BLR-COK,2025-11-07,BLR,COK,732,6631.07,INR,80,0.43,530485.6,0,0,,NORMAL,False
BOM-BHO,2025-11-07,BOM,BHO,2480,14112.65,INR,161,0.87,2272136.65,0,0,,NORMAL,False
COK-HYD,2025-11-07,COK,HYD,1416,11113.43,INR,151,0.81,1678127.93,0,0,,NORMAL,False
BOM-JAI,2025-11-07,BOM,JAI,1200,10776.72,INR,81,0.44,872914.32,0,0,,NORMAL,False
IXB-LKO,2025-11-07,IXB,LKO,1267,11056.11,INR,167,0.9,1846370.37,0,0,,NORMAL,False
AMD-BLR,2025-11-07,AMD,BLR,562,7109.15,INR,143,0.77,1016608.45,0,0,,NORMAL,False
BHO-IXB,2025-11-07,BHO,IXB,2421,14797.51,INR,107,0.58,1583333.57,0,0,,NORMAL,False
HYD-PAT,2025-11-07,HYD,PAT,1483,9578.09,INR,134,0.72,1283464.06,0,0,,NORMAL,False
IXB-VNS,2025-11-07,IXB,VNS,2369,14859.17,INR,101,0.54,1500776.17,0,0,,NORMAL,False
VNS-GAU,2025-11-07,VNS,GAU,472,5237.11,INR,174,0.94,911257.14,0,0,,NORMAL,False
BLR-IXB,2025-11-07,BLR,IXB,1602,12348.54,INR,104,0.56,1284248.16,0,0,,NORMAL,False
LKO-GOI,2025-11-07,LKO,GOI,1021,8144.42,INR,86,0.46,700420.12,0,0,,NORMAL,False
IXB-MAA,2025-11-07,IXB,MAA,777,7486.85,INR,98,0.53,733711.3,0,0,,NORMAL,False
BHO-VNS,2025-11-07,BHO,VNS,1791,11217.95,INR,106,0.57,1189102.7,0,0,,NORMAL,False
IXC-BHO,2025-11-07,IXC,BHO,988,8137.49,INR,182,0.98,1481023.18,0,0,,NORMAL,False
IXB-DEL,2025-11-07,IXB,DEL,2731,17890.97,INR,168,0.9,3005682.96,0,0,,NORMAL,False
LKO-MAA,2025-11-07,LKO,MAA,1644,13095.88,INR,108,0.58,1414355.04,0,0,,NORMAL,False
GAU-DEL,2025-11-07,GAU,DEL,915,9215.35,INR,92,0.49,847812.2,0,0,,NORMAL,False
MAA-BLR,2025-11-07,MAA,BLR,1601,12826.35,INR,172,0.92,2206132.2,0,0,,NORMAL,False
BLR-DEL,2025-11-07,BLR,DEL,2491,16114.42,INR,131,0.7,2110989.02,0,0,,NORMAL,False
GAU-PNQ,2025-11-07,GAU,PNQ,374,5659.1,INR,149,0.8,843205.9,0,0,,NORMAL,False
ATQ-COK,2025-11-07,ATQ,COK,485,6591.05,INR,96,0.52,632740.8,0,0,,NORMAL,False
VNS-BLR,2025-11-07,VNS,BLR,2030,14321.18,INR,134,0.72,1919038.12,0,0,,NORMAL,False
MAA-IXC,2025-11-07,MAA,IXC,2416,14037.09,INR,110,0.59,1544079.9,0,0,,NORMAL,False
BLR-CCU,2025-11-07,BLR,CCU,2612,15488.34,INR,122,0.66,1889577.48,0,0,,NORMAL,False
VNS-CCU,2025-11-07,VNS,CCU,2195,15677.95,INR,173,0.93,2712285.35,0,0,,NORMAL,False
CCU-SXR,2025-11-07,CCU,SXR,2518,17287.55,INR,153,0.82,2644995.15,0,0,,NORMAL,False
JAI-IXC,2025-11-07,JAI,IXC,533,6763.17,INR,105,0.56,710132.85,0,0,,NORMAL,False
VNS-HYD,2025-11-07,VNS,HYD,2189,15855.5,INR,124,0.67,1966082.0,0,0,,NORMAL,False
BOM-SXR,2025-11-07,BOM,SXR,860,8547.98,INR,183,0.98,1564280.34,0,0,,NORMAL,False
ATQ-BLR,2025-11-07,ATQ,BLR,1288,10854.45,INR,102,0.55,1107153.9,0,0,,NORMAL,False
MAA-SXR,2025-11-07,MAA,SXR,1879,12010.66,INR,99,0.53,1189055.34,0,0,,NORMAL,False
IXB-AMD,2025-11-07,IXB,AMD,951,7280.9,INR,90,0.48,655281.0,0,0,,NORMAL,False
VNS-IXB,2025-11-07,VNS,IXB,1969,13929.97,INR,132,0.71,1838756.04,0,0,,NORMAL,False
VNS-DEL,2025-11-07,VNS,DEL,1794,12546.95,INR,167,0.9,2095340.65,0,0,,NORMAL,False
HYD-MAA,2025-11-07,HYD,MAA,1055,9667.8,INR,180,0.97,1740204.0,0,0,,NORMAL,False
PNQ-BOM,2025-11-07,PNQ,BOM,2387,13431.12,INR,160,0.86,2148979.2,0,0,,NORMAL,False
GAU-IXB,2025-11-07,GAU,IXB,2258,13052.56,INR,155,0.83,2023146.8,0,0,,NORMAL,False
DEL-HYD,2025-11-07,DEL,HYD,1558,11491.97,INR,158,0.85,1815731.26,0,0,,NORMAL,False
AMD-LKO,2025-11-07,AMD,LKO,1887,13523.02,INR,86,0.46,1162979.72,0,0,,NORMAL,False
BLR-SXR,2025-11-07,BLR,SXR,2322,15171.4,INR,88,0.47,1335083.2,0,0,,NORMAL,False
HYD-DEL,2025-11-07,HYD,DEL,2020,13013.74,INR,139,0.75,1808909.86,0,0,,NORMAL,False
BHO-PNQ,2025-11-07,BHO,PNQ,423,5401.89,INR,134,0.72,723853.26,0,0,,NORMAL,False
COK-PNQ,2025-11-07,COK,PNQ,398,5547.85,INR,182,0.98,1009708.7,0,0,,NORMAL,False
PAT-MAA,2025-11-07,PAT,MAA,479,5280.81,INR,161,0.87,850210.41,0,0,,NORMAL,False
MAA-GOI,2025-11-07,MAA,GOI,1631,13205.4,INR,167,0.9,2205301.8,0,0,,NORMAL,False
HYD-IXB,2025-11-07,HYD,IXB,2003,13486.5,INR,157,0.84,2117380.5,0,0,,NORMAL,False
CCU-COK,2025-11-07,CCU,COK,607,6497.03,INR,150,0.81,974554.5,0,0,,NORMAL,False
IXC-VNS,2025-11-07,IXC,VNS,2256,16594.26,INR,113,0.61,1875151.38,0,0,,NORMAL,False
PAT-DEL,2025-11-07,PAT,DEL,573,7159.2,INR,162,0.87,1159790.4,0,0,,NORMAL,False
PAT-BHO,2025-11-07,PAT,BHO,1945,12340.8,INR,163,0.88,2011550.4,0,0,,NORMAL,False
BOM-IXC,2025-11-07,BOM,IXC,720,6502.19,INR,138,0.74,897302.22,0,0,,NORMAL,False
GAU-PAT,2025-11-07,GAU,PAT,1345,9286.21,INR,163,0.88,1513652.23,0,0,,NORMAL,False
PAT-BOM,2025-11-07,PAT,BOM,1223,8702.57,INR,172,0.92,1496842.04,0,0,,NORMAL,False
AMD-PNQ,2025-11-07,AMD,PNQ,866,8377.55,INR,173,0.93,1449316.15,0,0,,NORMAL,False
COK-GAU,2025-11-07,COK,GAU,2170,14868.59,INR,122,0.66,1813967.98,0,0,,NORMAL,False
ATQ-PNQ,2025-11-07,ATQ,PNQ,1998,13006.33,INR,152,0.82,1976962.16,0,0,,NORMAL,False
JAI-MAA,2025-11-07,JAI,MAA,1745,12361.86,INR,171,0.92,2113878.06,0,0,,NORMAL,False
MAA-PNQ,2025-11-07,MAA,PNQ,2403,15090.39,INR,185,0.99,2791722.15,0,0,,NORMAL,False
PNQ-PAT,2025-11-07,PNQ,PAT,2291,16725.87,INR,126,0.68,2107459.62,0,0,,NORMAL,False
BOM-CCU,2025-11-07,BOM,CCU,2518,13825.31,INR,123,0.66,1700513.13,0,0,,NORMAL,False
BHO-IXC,2025-11-07,BHO,IXC,1253,9301.95,INR,142,0.76,1320876.9,0,0,,NORMAL,False
BOM-PAT,2025-11-07,BOM,PAT,1876,11205.45,INR,142,0.76,1591173.9,0,0,,NORMAL,False
VNS-SXR,2025-11-07,VNS,SXR,870,7937.37,INR,140,0.75,1111231.8,0,0,,NORMAL,False
PNQ-GOI,2025-11-07,PNQ,GOI,1322,10258.96,INR,133,0.72,1364441.68,0,0,,NORMAL,False
PNQ-GAU,2025-11-07,PNQ,GAU,1519,9821.14,INR,124,0.67,1217821.36,0,0,,NORMAL,False
GAU-ATQ,2025-11-07,GAU,ATQ,1962,11945.75,INR,139,0.75,1660459.25,0,0,,NORMAL,False
GAU-IXC,2025-11-07,GAU,IXC,2659,15052.74,INR,114,0.61,1716012.36,0,0,,NORMAL,False
CCU-MAA,2025-11-07,CCU,MAA,698,7109.46,INR,91,0.49,646960.86,0,0,,NORMAL,False
BHO-SXR,2025-11-07,BHO,SXR,1459,9295.56,INR,121,0.65,1124762.76,0,0,,NORMAL,False
MAA-JAI,2025-11-07,MAA,JAI,666,7154.45,INR,124,0.67,887151.8,0,0,,NORMAL,False
AMD-BHO,2025-11-07,AMD,BHO,2675,15361.64,INR,105,0.56,1612972.2,0,0,,NORMAL,False
DEL-SXR,2025-11-07,DEL,SXR,2647,14427.59,INR,89,0.48,1284055.51,0,0,,NORMAL,False
GOI-COK,2025-11-07,GOI,COK,500,5278.74,INR,138,0.74,728466.12,0,0,,NORMAL,False
BLR-ATQ,2025-11-07,BLR,ATQ,1075,9807.38,INR,153,0.82,1500529.14,0,0,,NORMAL,False
DEL-GAU,2025-11-07,DEL,GAU,379,6107.02,INR,91,0.49,555738.82,0,0,,NORMAL,False
BHO-ATQ,2025-11-07,BHO,ATQ,452,6400.93,INR,114,0.61,729706.02,0,0,,NORMAL,False
COK-BOM,2025-11-07,COK,BOM,1740,13332.81,INR,144,0.77,1919924.64,0,0,,NORMAL,False
IXB-BOM,2025-11-07,IXB,BOM,823,7653.45,INR,159,0.85,1216898.55,0,0,,NORMAL,False
ATQ-DEL,2025-11-07,ATQ,DEL,2159,14256.97,INR,81,0.44,1154814.57,0,0,,NORMAL,False
VNS-ATQ,2025-11-07,VNS,ATQ,1648,12530.33,INR,138,0.74,1729185.54,0,0,,NORMAL,False
MAA-BOM,2025-11-07,MAA,BOM,308,5230.67,INR,143,0.77,747985.81,0,0,,NORMAL,False
