staff_code,week_number,year,fdtl_phase,night_landings,night_landing_limit,actual_rest_hrs,required_rest_hrs,compliant,reported_by,verified
SC10322,50,2025,Phase_II,8,2,53.2,48,NO,HR System,False
SC10323,44,2025,Phase_I,2,6,46.1,36,YES,Ops Control,False
SC10323,45,2025,Phase_II,7,2,45.7,48,NO,HR System,
SC10323,46,2025,Phase_II,2,2,40.3,48,NO,Manual Entry,False
SC10323,47,2025,Phase_II,4,2,50.1,48,NO,Manual Entry,False
SC10323,48,2025,Phase_II,7,2,69.7,48,NO,Manual Entry,True
SC10323,49,2025,Phase_II,1,2,50.3,48,YES,Manual Entry,
SC10323,50,2025,Phase_II,8,2,51.5,48,NO,Manual Entry,
SC10324,44,2025,Phase_I,4,6,69.8,36,YES,HR System,
SC10324,45,2025,Phase_II,1,2,52.1,48,YES,Manual Entry,False
SC10324,46,2025,Phase_II,1,2,48.4,48,YES,Ops Control,False
SC10324,47,2025,Phase_II,7,2,71.7,48,NO,Ops Control,True
SC10324,48,2025,Phase_II,3,2,44.5,48,NO,Manual Entry,
SC10324,49,2025,Phase_II,4,2,58.2,48,NO,Manual Entry,False
SC10324,50,2025,Phase_II,8,2,29.3,48,NO,Ops Control,False
SC10325,44,2025,Phase_I,0,6,50.1,36,YES,Ops Control,False
SC10325,45,2025,Phase_II,4,2,67.2,48,NO,Manual Entry,False
SC10325,46,2025,Phase_II,7,2,32.1,48,NO,Ops Control,True
SC10325,47,2025,Phase_II,4,2,65.7,48,NO,Ops Control,False
SC10325,48,2025,Phase_II,1,2,56.2,48,YES,Manual Entry,
SC10325,49,2025,Phase_II,3,2,53.0,48,NO,Ops Control,
SC10325,50,2025,Phase_II,8,2,61.5,48,NO,HR System,True
SC10326,44,2025,Phase_I,6,6,35.6,36,NO,Ops Control,
SC10326,45,2025,Phase_II,8,2,33.8,48,NO,Ops Control,
SC10326,46,2025,Phase_II,0,2,70.9,48,YES,Manual Entry,
SC10326,47,2025,Phase_II,5,2,63.7,48,NO,HR System,False
SC10326,48,2025,Phase_II,2,2,47.3,48,NO,Manual Entry,
SC10326,49,2025,Phase_II,8,2,46.6,48,NO,Manual Entry,False
SC10326,50,2025,Phase_II,6,2,65.8,48,NO,Manual Entry,
SC10327,44,2025,Phase_I,3,6,54.6,36,YES,HR System,
SC10327,45,2025,Phase_II,5,2,60.6,48,NO,Ops Control,
SC10327,46,2025,Phase_II,6,2,33.3,48,NO,HR System,False
SC10327,47,2025,Phase_II,7,2,70.5,48,NO,Ops Control,
SC10327,48,2025,Phase_II,7,2,56.0,48,NO,Manual Entry,True
SC10327,49,2025,Phase_II,5,2,41.6,48,NO,HR System,True
SC10327,50,2025,Phase_II,0,2,54.4,48,YES,Ops Control,True
SC10328,44,2025,Phase_I,1,6,69.5,36,YES,Ops Control,False
SC10328,45,2025,Phase_II,5,2,54.2,48,NO,HR System,False
SC10328,46,2025,Phase_II,3,2,58.5,48,NO,Ops Control,
SC10328,47,2025,Phase_II,5,2,42.3,48,NO,HR System,True
SC10328,48,2025,Phase_II,8,2,60.3,48,YES,Ops Control,False
SC10328,49,2025,Phase_II,6,2,66.4,48,NO,HR System,
SC10328,50,2025,Phase_II,3,2,42.8,48,NO,Manual Entry,True
SC10329,44,2025,Phase_I,7,6,35.0,36,NO,Manual Entry,
SC10329,45,2025,Phase_II,0,2,30.1,48,NO,HR System,True
SC10329,46,2025,Phase_II,2,2,28.5,48,NO,Manual Entry,True
SC10329,47,2025,Phase_II,7,2,40.7,48,NO,Ops Control,True
SC10329,48,2025,Phase_II,3,2,30.8,48,NO,HR System,
SC10329,49,2025,Phase_II,7,2,65.9,48,NO,Manual Entry,False
SC10329,50,2025,Phase_II,5,2,67.6,48,NO,Ops Control,False
SC10330,44,2025,Phase_I,2,6,47.8,36,YES,HR System,False
SC10330,45,2025,Phase_II,6,2,40.9,48,NO,HR System,False
SC10330,46,2025,Phase_II,1,2,36.4,48,NO,Manual Entry,True
SC10330,47,2025,Phase_II,7,2,56.3,48,NO,Manual Entry,False
SC10330,48,2025,Phase_II,2,2,30.1,48,NO,Ops Control,False
SC10330,49,2025,Phase_II,2,2,29.1,48,NO,HR System,False
SC10330,50,2025,Phase_II,6,2,46.5,48,NO,HR System,
SC10331,44,2025,Phase_I,5,6,53.1,36,YES,Ops Control,False
SC10331,45,2025,Phase_II,4,2,30.1,48,NO,HR System,False
SC10331,46,2025,Phase_II,8,2,68.5,48,NO,Ops Control,
SC10331,47,2025,Phase_II,0,2,32.7,48,NO,Manual Entry,False
SC10331,48,2025,Phase_II,0,2,42.5,48,NO,Manual Entry,False
SC10331,49,2025,Phase_II,1,2,62.0,48,YES,Manual Entry,
SC10331,50,2025,Phase_II,3,2,58.7,48,NO,Ops Control,
SC10332,44,2025,Phase_I,5,6,29.2,36,NO,Ops Control,False
SC10332,45,2025,Phase_II,4,2,51.3,48,NO,Ops Control,
SC10332,46,2025,Phase_II,6,2,38.1,48,NO,Ops Control,
SC10332,47,2025,Phase_II,2,2,63.0,48,YES,Ops Control,
SC10332,48,2025,Phase_II,2,2,46.8,48,NO,Manual Entry,False
SC10332,49,2025,Phase_II,7,2,34.8,48,NO,Ops Control,False
SC10332,50,2025,Phase_II,6,2,65.6,48,NO,HR System,False
SC10333,44,2025,Phase_I,3,6,53.1,36,YES,Manual Entry,True
SC10333,45,2025,Phase_II,3,2,61.9,48,NO,Ops Control,
SC10333,46,2025,Phase_II,8,2,67.2,48,NO,HR System,False
SC10333,47,2025,Phase_II,0,2,43.2,48,NO,Manual Entry,False
SC10333,48,2025,Phase_II,0,2,71.7,48,YES,HR System,False
SC10333,49,2025,Phase_II,4,2,67.4,48,NO,Manual Entry,True
SC10333,50,2025,Phase_II,6,2,46.2,48,NO,Manual Entry,False
SC10334,44,2025,Phase_I,0,6,46.2,36,YES,Ops Control,True
SC10334,45,2025,Phase_II,6,2,62.7,48,NO,HR System,False
SC10334,46,2025,Phase_II,3,2,29.2,48,NO,Manual Entry,
SC10334,47,2025,Phase_II,6,2,57.9,48,NO,Manual Entry,False
SC10334,48,2025,Phase_II,5,2,29.1,48,NO,HR System,
SC10334,49,2025,Phase_II,4,2,64.0,48,NO,Ops Control,True
SC10334,50,2025,Phase_II,7,2,38.2,48,NO,Manual Entry,
SC10335,44,2025,Phase_I,0,6,52.5,36,YES,Manual Entry,True
SC10335,45,2025,Phase_II,8,2,52.4,48,NO,Manual Entry,False
SC10335,46,2025,Phase_II,1,2,36.9,48,NO,Manual Entry,True
SC10335,47,2025,Phase_II,5,2,64.2,48,NO,Manual Entry,True
SC10335,48,2025,Phase_II,5,2,31.6,48,NO,Ops Control,
SC10335,49,2025,Phase_II,1,2,36.4,48,NO,Manual Entry,False
SC10335,50,2025,Phase_II,6,2,38.2,48,YES,Manual Entry,False
SC10336,44,2025,Phase_I,6,6,37.5,36,YES,Manual Entry,
SC10336,45,2025,Phase_II,1,2,45.0,48,NO,HR System,
SC10336,46,2025,Phase_II,0,2,43.5,48,NO,Ops Control,False
SC10336,47,2025,Phase_II,2,2,52.8,48,YES,Ops Control,
SC10336,48,2025,Phase_II,4,2,69.8,48,NO,HR System,
SC10336,49,2025,Phase_II,6,2,31.0,48,NO,HR System,False
SC10336,50,2025,Phase_II,1,2,66.8,48,YES,Ops Control,
SC10337,44,2025,Phase_I,8,6,31.1,36,NO,HR System,True
SC10337,45,2025,Phase_II,5,2,38.0,48,NO,HR System,
SC10337,46,2025,Phase_II,0,2,67.1,48,YES,Ops Control,False
SC10337,47,2025,Phase_II,7,2,50.2,48,NO,HR System,
SC10337,48,2025,Phase_II,4,2,57.8,48,YES,Ops Control,True
SC10337,49,2025,Phase_II,5,2,35.7,48,NO,Ops Control,False
SC10337,50,2025,Phase_II,7,2,31.0,48,NO,HR System,False
SC10338,44,2025,Phase_I,8,6,70.3,36,NO,Ops Control,True
SC10338,45,2025,Phase_II,4,2,37.5,48,NO,Manual Entry,False
SC10338,46,2025,Phase_II,8,2,35.6,48,NO,HR System,True
SC10338,47,2025,Phase_II,4,2,46.0,48,NO,Ops Control,True
SC10338,48,2025,Phase_II,5,2,35.8,48,NO,HR System,False
SC10338,49,2025,Phase_II,5,2,61.9,48,NO,Ops Control,False
SC10338,50,2025,Phase_II,4,2,69.0,48,NO,Manual Entry,True
SC10339,44,2025,Phase_I,1,6,66.3,36,YES,Manual Entry,False
SC10339,45,2025,Phase_II,3,2,55.5,48,NO,Ops Control,True
SC10339,46,2025,Phase_II,5,2,63.6,48,NO,Ops Control,False
SC10339,47,2025,Phase_II,8,2,62.9,48,NO,HR System,False
SC10339,48,2025,Phase_II,0,2,66.4,48,YES,Ops Control,False
SC10339,49,2025,Phase_II,2,2,58.9,48,YES,Ops Control,
SC10339,50,2025,Phase_II,7,2,36.7,48,NO,Manual Entry,
SC10340,44,2025,Phase_I,7,6,51.3,36,NO,Ops Control,
SC10340,45,2025,Phase_II,1,2,30.2,48,NO,Manual Entry,
SC10340,46,2025,Phase_II,8,2,41.1,48,NO,Ops Control,True
SC10340,47,2025,Phase_II,0,2,37.5,48,NO,Ops Control,True
SC10340,48,2025,Phase_II,1,2,71.0,48,YES,HR System,False
SC10340,49,2025,Phase_II,7,2,53.1,48,NO,Ops Control,False
SC10340,50,2025,Phase_II,4,2,43.5,48,NO,Manual Entry,True
SC10341,44,2025,Phase_I,1,6,55.0,36,YES,Manual Entry,False
SC10341,45,2025,Phase_II,5,2,65.2,48,NO,Manual Entry,
SC10341,46,2025,Phase_II,3,2,68.7,48,NO,Manual Entry,
SC10341,47,2025,Phase_II,1,2,47.3,48,NO,Ops Control,False
SC10341,48,2025,Phase_II,1,2,65.2,48,YES,Ops Control,
SC10341,49,2025,Phase_II,8,2,49.6,48,NO,Manual Entry,True
SC10341,50,2025,Phase_II,5,2,70.9,48,NO,Manual Entry,True
SC10342,44,2025,Phase_I,6,6,42.6,36,YES,Ops Control,
SC10342,45,2025,Phase_II,8,2,52.2,48,NO,Ops Control,
SC10342,46,2025,Phase_II,3,2,68.1,48,NO,HR System,
SC10342,47,2025,Phase_II,0,2,31.7,48,YES,Manual Entry,True
SC10342,48,2025,Phase_II,4,2,42.7,48,NO,HR System,True
SC10342,49,2025,Phase_II,5,2,39.6,48,NO,HR System,False
SC10342,50,2025,Phase_II,4,2,52.9,48,NO,Ops Control,False
SC10343,44,2025,Phase_I,6,6,32.7,36,NO,HR System,False
SC10343,45,2025,Phase_II,2,2,63.8,48,YES,HR System,False
SC10343,46,2025,Phase_II,5,2,62.9,48,YES,HR System,
SC10343,47,2025,Phase_II,7,2,59.6,48,NO,Manual Entry,False
SC10343,48,2025,Phase_II,0,2,44.7,48,NO,Manual Entry,False
SC10343,49,2025,Phase_II,0,2,62.1,48,YES,Manual Entry,
SC10343,50,2025,Phase_II,6,2,71.2,48,NO,HR System,
SC10344,44,2025,Phase_I,8,6,52.3,36,NO,Ops Control,True
SC10344,45,2025,Phase_II,3,2,36.0,48,NO,HR System,False
SC10344,46,2025,Phase_II,3,2,65.0,48,NO,Manual Entry,
SC10344,47,2025,Phase_II,5,2,66.0,48,NO,Ops Control,
SC10344,48,2025,Phase_II,0,2,32.3,48,NO,Manual Entry,True
SC10344,49,2025,Phase_II,3,2,54.1,48,NO,Manual Entry,True
SC10344,50,2025,Phase_II,2,2,53.5,48,YES,Manual Entry,False
SC10345,44,2025,Phase_I,2,6,41.8,36,YES,HR System,
SC10345,45,2025,Phase_II,6,2,50.5,48,NO,Ops Control,
SC10345,46,2025,Phase_II,8,2,41.9,48,NO,HR System,
SC10345,47,2025,Phase_II,7,2,28.9,48,NO,Ops Control,False
SC10345,48,2025,Phase_II,3,2,33.7,48,NO,Ops Control,False
SC10345,49,2025,Phase_II,1,2,52.1,48,YES,HR System,
SC10345,50,2025,Phase_II,1,2,48.6,48,YES,Manual Entry,False
SC10346,44,2025,Phase_I,3,6,42.1,36,YES,Ops Control,
SC10346,45,2025,Phase_II,0,2,59.7,48,YES,Manual Entry,False
SC10346,46,2025,Phase_II,4,2,41.9,48,NO,Ops Control,
SC10346,47,2025,Phase_II,7,2,46.2,48,NO,Manual Entry,
SC10346,48,2025,Phase_II,8,2,49.5,48,NO,HR System,False
SC10346,49,2025,Phase_II,4,2,30.2,48,NO,Ops Control,
SC10346,50,2025,Phase_II,1,2,30.1,48,YES,Ops Control,False
SC10347,44,2025,Phase_I,5,6,52.5,36,YES,HR System,
SC10347,45,2025,Phase_II,8,2,36.0,48,NO,HR System,False
SC10347,46,2025,Phase_II,3,2,38.4,48,NO,Ops Control,
SC10347,47,2025,Phase_II,8,2,60.4,48,NO,Ops Control,
SC10347,48,2025,Phase_II,3,2,43.0,48,NO,HR System,False
SC10347,49,2025,Phase_II,0,2,47.3,48,NO,HR System,False
SC10347,50,2025,Phase_II,4,2,29.9,48,NO,HR System,True
SC10348,44,2025,Phase_I,8,6,37.2,36,NO,HR System,True
SC10348,45,2025,Phase_II,6,2,69.0,48,NO,Manual Entry,False
SC10348,46,2025,Phase_II,4,2,30.4,48,NO,Manual Entry,
SC10348,47,2025,Phase_II,1,2,51.7,48,YES,HR System,False
SC10348,48,2025,Phase_II,7,2,53.7,48,NO,Manual Entry,True
SC10348,49,2025,Phase_II,0,2,66.1,48,YES,Manual Entry,False
SC10348,50,2025,Phase_II,8,2,70.0,48,NO,HR System,False
SC10349,44,2025,Phase_I,0,6,69.6,36,YES,HR System,True
SC10349,45,2025,Phase_II,4,2,68.6,48,YES,Manual Entry,True
SC10349,46,2025,Phase_II,5,2,34.2,48,NO,HR System,
SC10349,47,2025,Phase_II,6,2,37.1,48,NO,Manual Entry,False
SC10349,48,2025,Phase_II,1,2,68.1,48,YES,Manual Entry,False
SC10349,49,2025,Phase_II,4,2,54.0,48,NO,Manual Entry,True
SC10349,50,2025,Phase_II,6,2,36.3,48,NO,Ops Control,
SC10350,44,2025,Phase_I,6,6,29.9,36,NO,Manual Entry,True
SC10350,45,2025,Phase_II,6,2,57.9,48,NO,Ops Control,True
SC10350,46,2025,Phase_II,3,2,68.0,48,NO,HR System,False
SC10350,47,2025,Phase_II,4,2,48.7,48,NO,HR System,True
SC10350,48,2025,Phase_II,7,2,58.7,48,NO,HR System,
SC10350,49,2025,Phase_II,1,2,55.8,48,YES,Ops Control,
SC10350,50,2025,Phase_II,1,2,48.2,48,YES,Manual Entry,True
SC10351,44,2025,Phase_I,1,6,37.6,36,YES,Ops Control,True
SC10351,45,2025,Phase_II,3,2,45.8,48,NO,Ops Control,False
SC10351,46,2025,Phase_II,0,2,41.5,48,NO,HR System,False
SC10351,47,2025,Phase_II,4,2,30.9,48,NO,Ops Control,
SC10351,48,2025,Phase_II,7,2,71.7,48,NO,Manual Entry,
SC10351,49,2025,Phase_II,1,2,34.2,48,NO,HR System,False
SC10351,50,2025,Phase_II,1,2,64.0,48,YES,Ops Control,False
SC10352,44,2025,Phase_I,2,6,50.6,36,YES,Manual Entry,
SC10352,45,2025,Phase_II,3,2,71.9,48,NO,Ops Control,
SC10352,46,2025,Phase_II,6,2,41.6,48,NO,Ops Control,
SC10352,47,2025,Phase_II,0,2,52.3,48,YES,Manual Entry,
SC10352,48,2025,Phase_II,8,2,43.6,48,NO,Manual Entry,
SC10352,49,2025,Phase_II,6,2,65.9,48,NO,Ops Control,False
SC10352,50,2025,Phase_II,7,2,51.6,48,NO,Ops Control,
SC10353,44,2025,Phase_I,7,6,32.1,36,NO,HR System,False
SC10353,45,2025,Phase_II,1,2,46.6,48,NO,Ops Control,False
SC10353,46,2025,Phase_II,5,2,34.8,48,NO,Manual Entry,False
SC10353,47,2025,Phase_II,4,2,36.4,48,NO,Manual Entry,False
SC10353,48,2025,Phase_II,2,2,43.3,48,NO,HR System,
SC10353,49,2025,Phase_II,0,2,51.8,48,YES,HR System,True
SC10353,50,2025,Phase_II,8,2,58.1,48,NO,HR System,False
SC10354,44,2025,Phase_I,7,6,32.5,36,NO,HR System,True
SC10354,45,2025,Phase_II,0,2,51.2,48,YES,Ops Control,False
SC10354,46,2025,Phase_II,4,2,71.3,48,NO,HR System,False
SC10354,47,2025,Phase_II,8,2,53.3,48,NO,Ops Control,
SC10354,48,2025,Phase_II,8,2,70.0,48,NO,HR System,True
SC10354,49,2025,Phase_II,1,2,69.7,48,YES,Ops Control,
SC10354,50,2025,Phase_II,8,2,62.1,48,NO,HR System,False
SC10355,44,2025,Phase_I,3,6,44.6,36,YES,Manual Entry,False
SC10355,45,2025,Phase_II,1,2,62.4,48,YES,HR System,False
SC10355,46,2025,Phase_II,8,2,57.9,48,NO,HR System,True
SC10355,47,2025,Phase_II,0,2,66.3,48,YES,Manual Entry,False
SC10355,48,2025,Phase_II,6,2,34.0,48,NO,HR System,False
SC10355,49,2025,Phase_II,5,2,69.1,48,NO,HR System,True
SC10355,50,2025,Phase_II,2,2,56.9,48,YES,Ops Control,False
SC10356,44,2025,Phase_I,2,6,41.3,36,YES,Ops Control,
SC10356,45,2025,Phase_II,0,2,56.4,48,YES,Ops Control,False
SC10356,46,2025,Phase_II,1,2,45.4,48,NO,Ops Control,True
SC10356,47,2025,Phase_II,0,2,52.0,48,YES,Manual Entry,True
SC10356,48,2025,Phase_II,4,2,53.8,48,NO,Manual Entry,
SC10356,49,2025,Phase_II,3,2,56.8,48,NO,HR System,True
SC10356,50,2025,Phase_II,2,2,66.3,48,YES,Manual Entry,True
SC10357,44,2025,Phase_I,6,6,39.9,36,YES,Ops Control,False
SC10357,45,2025,Phase_II,0,2,42.9,48,NO,Ops Control,
SC10357,46,2025,Phase_II,5,2,70.1,48,NO,Manual Entry,True
SC10357,47,2025,Phase_II,0,2,42.8,48,NO,Manual Entry,True
SC10357,48,2025,Phase_II,2,2,45.2,48,NO,Ops Control,
SC10357,49,2025,Phase_II,6,2,35.3,48,NO,HR System,False
SC10357,50,2025,Phase_II,4,2,46.4,48,NO,Manual Entry,True
SC10358,44,2025,Phase_I,0,6,67.0,36,YES,Manual Entry,False
SC10358,45,2025,Phase_II,3,2,32.9,48,NO,Ops Control,
SC10358,46,2025,Phase_II,6,2,37.6,48,YES,Manual Entry,False
SC10358,47,2025,Phase_II,5,2,46.9,48,NO,HR System,False
SC10358,48,2025,Phase_II,6,2,50.0,48,NO,Ops Control,
SC10358,49,2025,Phase_II,2,2,28.0,48,NO,Ops Control,False
SC10358,50,2025,Phase_II,1,2,32.8,48,NO,Ops Control,
SC10359,44,2025,Phase_I,1,6,37.6,36,YES,Ops Control,False
SC10359,45,2025,Phase_II,3,2,44.3,48,NO,HR System,True
SC10359,46,2025,Phase_II,8,2,45.1,48,YES,Manual Entry,False
SC10359,47,2025,Phase_II,7,2,39.2,48,NO,Manual Entry,False
SC10359,48,2025,Phase_II,2,2,29.3,48,NO,HR System,True
SC10359,49,2025,Phase_II,2,2,69.6,48,YES,Manual Entry,True
SC10359,50,2025,Phase_II,5,2,31.3,48,NO,Manual Entry,
SC10360,44,2025,Phase_I,7,6,38.3,36,YES,HR System,False
SC10360,45,2025,Phase_II,7,2,36.8,48,NO,HR System,
SC10360,46,2025,Phase_II,1,2,41.7,48,NO,Ops Control,True
SC10360,47,2025,Phase_II,6,2,33.2,48,NO,Manual Entry,False
SC10360,48,2025,Phase_II,8,2,43.6,48,NO,HR System,True
SC10360,49,2025,Phase_II,2,2,46.7,48,NO,Manual Entry,True
SC10360,50,2025,Phase_II,4,2,30.4,48,NO,Ops Control,False
SC10361,44,2025,Phase_I,0,6,62.6,36,YES,Ops Control,
SC10361,45,2025,Phase_II,3,2,32.7,48,NO,HR System,True
SC10361,46,2025,Phase_II,4,2,51.4,48,YES,Ops Control,False
SC10361,47,2025,Phase_II,3,2,32.0,48,NO,Manual Entry,
SC10361,48,2025,Phase_II,3,2,63.9,48,NO,Manual Entry,
SC10361,49,2025,Phase_II,3,2,45.4,48,NO,HR System,
SC10361,50,2025,Phase_II,2,2,71.1,48,YES,HR System,False
SC10362,44,2025,Phase_I,2,6,56.6,36,YES,Manual Entry,True
SC10362,45,2025,Phase_II,6,2,55.4,48,NO,Manual Entry,True
SC10362,46,2025,Phase_II,8,2,63.1,48,NO,HR System,True
SC10362,47,2025,Phase_II,8,2,28.7,48,NO,HR System,True
SC10362,48,2025,Phase_II,8,2,55.8,48,NO,Ops Control,False
SC10362,49,2025,Phase_II,2,2,56.2,48,YES,HR System,False
SC10362,50,2025,Phase_II,5,2,39.5,48,NO,Manual Entry,False
SC10363,44,2025,Phase_I,0,6,32.7,36,NO,Ops Control,False
SC10363,45,2025,Phase_II,2,2,36.5,48,NO,HR System,
SC10363,46,2025,Phase_II,3,2,36.3,48,NO,Manual Entry,False
SC10363,47,2025,Phase_II,6,2,69.1,48,NO,Ops Control,
SC10363,48,2025,Phase_II,2,2,47.4,48,NO,Manual Entry,
SC10363,49,2025,Phase_II,8,2,42.3,48,YES,HR System,False
SC10363,50,2025,Phase_II,6,2,66.9,48,NO,Manual Entry,
SC10364,44,2025,Phase_I,4,6,29.5,36,NO,Ops Control,True
SC10364,45,2025,Phase_II,7,2,29.1,48,NO,Ops Control,
SC10364,46,2025,Phase_II,6,2,35.5,48,NO,HR System,True
SC10364,47,2025,Phase_II,2,2,66.1,48,YES,Ops Control,True
SC10364,48,2025,Phase_II,1,2,42.3,48,NO,HR System,True
SC10364,49,2025,Phase_II,4,2,54.1,48,YES,Ops Control,True
SC10364,50,2025,Phase_II,5,2,68.7,48,NO,HR System,
SC10365,44,2025,Phase_I,1,6,66.9,36,YES,HR System,False
SC10365,45,2025,Phase_II,8,2,43.6,48,NO,Manual Entry,False
SC10365,46,2025,Phase_II,6,2,62.6,48,NO,Manual Entry,False
SC10365,47,2025,Phase_II,2,2,56.4,48,YES,Ops Control,True
SC10365,48,2025,Phase_II,1,2,64.1,48,YES,HR System,
SC10365,49,2025,Phase_II,8,2,46.0,48,NO,Ops Control,True
SC10365,50,2025,Phase_II,1,2,52.2,48,YES,Ops Control,
SC10366,44,2025,Phase_I,2,6,65.1,36,YES,Manual Entry,True
SC10366,45,2025,Phase_II,7,2,58.2,48,NO,Ops Control,
SC10366,46,2025,Phase_II,0,2,51.8,48,YES,Manual Entry,
SC10366,47,2025,Phase_II,0,2,31.4,48,NO,Manual Entry,True
SC10366,48,2025,Phase_II,4,2,41.2,48,NO,HR System,False
SC10366,49,2025,Phase_II,5,2,53.6,48,NO,HR System,True
SC10366,50,2025,Phase_II,8,2,60.2,48,NO,Ops Control,
SC10367,44,2025,Phase_I,3,6,71.8,36,YES,Manual Entry,True
SC10367,45,2025,Phase_II,4,2,34.5,48,NO,Manual Entry,True
SC10367,46,2025,Phase_II,8,2,65.8,48,NO,Manual Entry,
SC10367,47,2025,Phase_II,2,2,28.3,48,NO,HR System,False
SC10367,48,2025,Phase_II,7,2,67.5,48,NO,Ops Control,True
SC10367,49,2025,Phase_II,0,2,30.0,48,YES,Ops Control,
SC10367,50,2025,Phase_II,3,2,51.1,48,NO,Manual Entry,True
SC10368,44,2025,Phase_I,5,6,36.0,36,YES,HR System,False
SC10368,45,2025,Phase_II,5,2,31.2,48,NO,Ops Control,True
SC10368,46,2025,Phase_II,5,2,40.8,48,NO,Manual Entry,True
SC10368,47,2025,Phase_II,6,2,29.9,48,YES,Ops Control,False
SC10368,48,2025,Phase_II,1,2,43.3,48,NO,HR System,False
SC10368,49,2025,Phase_II,0,2,45.6,48,NO,Ops Control,False
SC10368,50,2025,Phase_II,4,2,30.4,48,NO,HR System,False
SC10369,44,2025,Phase_I,7,6,54.4,36,NO,Ops Control,
SC10369,45,2025,Phase_II,7,2,51.4,48,NO,HR System,False
SC10369,46,2025,Phase_II,0,2,64.3,48,YES,Manual Entry,True
SC10369,47,2025,Phase_II,2,2,29.0,48,NO,HR System,False
SC10369,48,2025,Phase_II,6,2,68.5,48,YES,HR System,False
SC10369,49,2025,Phase_II,5,2,68.5,48,NO,Manual Entry,False
SC10369,50,2025,Phase_II,4,2,32.8,48,NO,HR System,True
SC10370,44,2025,Phase_I,2,6,39.2,36,YES,Ops Control,True
SC10370,45,2025,Phase_II,4,2,57.6,48,NO,Ops Control,False
SC10370,46,2025,Phase_II,6,2,44.8,48,NO,HR System,
SC10370,47,2025,Phase_II,3,2,54.3,48,NO,HR System,False
SC10370,48,2025,Phase_II,8,2,28.1,48,NO,Manual Entry,True
SC10370,49,2025,Phase_II,0,2,34.2,48,NO,Ops Control,False
SC10370,50,2025,Phase_II,0,2,43.6,48,NO,Ops Control,
SC10371,44,2025,Phase_I,1,6,51.0,36,YES,Ops Control,
SC10371,45,2025,Phase_II,4,2,67.2,48,NO,Ops Control,False
SC10371,46,2025,Phase_II,0,2,62.0,48,YES,Ops Control,True
SC10371,47,2025,Phase_II,4,2,51.0,48,NO,Manual Entry,False
SC10371,48,2025,Phase_II,3,2,45.1,48,NO,Manual Entry,True
SC10371,49,2025,Phase_II,5,2,66.5,48,NO,HR System,True
SC10371,50,2025,Phase_II,0,2,65.3,48,YES,Manual Entry,
SC10372,44,2025,Phase_I,2,6,47.5,36,YES,HR System,False
SC10372,45,2025,Phase_II,3,2,50.7,48,NO,HR System,
SC10372,46,2025,Phase_II,3,2,31.0,48,NO,Ops Control,
SC10372,47,2025,Phase_II,5,2,40.5,48,NO,HR System,True
SC10372,48,2025,Phase_II,6,2,35.7,48,NO,HR System,True
SC10372,49,2025,Phase_II,8,2,56.7,48,NO,Ops Control,
SC10372,50,2025,Phase_II,6,2,28.4,48,NO,Ops Control,
SC10373,44,2025,Phase_I,7,6,60.6,36,NO,HR System,
SC10373,45,2025,Phase_II,7,2,53.5,48,NO,Ops Control,False
SC10373,46,2025,Phase_II,2,2,31.4,48,NO,Ops Control,
SC10373,47,2025,Phase_II,7,2,52.3,48,NO,HR System,True
SC10373,48,2025,Phase_II,0,2,42.3,48,NO,HR System,False
SC10373,49,2025,Phase_II,2,2,70.7,48,YES,Ops Control,False
SC10373,50,2025,Phase_II,7,2,34.7,48,NO,Manual Entry,False
SC10374,44,2025,Phase_I,2,6,63.8,36,YES,Manual Entry,True
SC10374,45,2025,Phase_II,1,2,34.3,48,NO,Manual Entry,True
SC10374,46,2025,Phase_II,1,2,47.9,48,NO,HR System,True
SC10374,47,2025,Phase_II,2,2,47.6,48,NO,Ops Control,
SC10374,48,2025,Phase_II,1,2,33.5,48,NO,Manual Entry,
SC10374,49,2025,Phase_II,4,2,49.6,48,NO,Ops Control,True
SC10374,50,2025,Phase_II,8,2,45.2,48,NO,Manual Entry,True
SC10375,44,2025,Phase_I,3,6,71.1,36,YES,Manual Entry,
SC10375,45,2025,Phase_II,4,2,52.9,48,NO,Ops Control,False
SC10375,46,2025,Phase_II,1,2,38.9,48,NO,HR System,False
SC10375,47,2025,Phase_II,3,2,56.3,48,NO,Manual Entry,True
SC10375,48,2025,Phase_II,6,2,58.9,48,NO,Ops Control,
SC10375,49,2025,Phase_II,8,2,64.9,48,NO,HR System,
SC10375,50,2025,Phase_II,4,2,35.4,48,NO,Manual Entry,True
SC10376,44,2025,Phase_I,8,6,44.8,36,NO,Manual Entry,True
SC10376,45,2025,Phase_II,1,2,29.7,48,NO,Ops Control,False
SC10376,46,2025,Phase_II,4,2,66.0,48,NO,Manual Entry,
SC10376,47,2025,Phase_II,8,2,44.6,48,NO,Ops Control,True
SC10376,48,2025,Phase_II,2,2,44.2,48,NO,Manual Entry,
SC10376,49,2025,Phase_II,6,2,28.6,48,NO,HR System,False
SC10376,50,2025,Phase_II,4,2,36.3,48,NO,Manual Entry,True
SC10377,44,2025,Phase_I,1,6,41.2,36,YES,Ops Control,False
SC10377,45,2025,Phase_II,0,2,52.4,48,YES,Manual Entry,False
SC10377,46,2025,Phase_II,8,2,34.0,48,NO,Ops Control,False
