flt_no,src,dst,sched_time,actual_time,status_cd,delay_mins,ac_reg,sector,ops_month,data_ver
6E9748,COK,SXR,21/10/2025 21:30,21/10/2025 21:30,OK,0,VT-E034,COK-SXR,OCT-2025,LEGACY_v1
6E8579,MAA,PAT,22/10/2025 05:00,22/10/2025 05:00,OK,0,VT-D016,MAA-PAT,OCT-2025,LEGACY_v1
6E7541,BOM,JAI,22/10/2025 00:00,22/10/2025 00:00,OK,0,VT-A037,BOM-JAI,OCT-2025,LEGACY_v1
6E8831,JAI,AMD,22/10/2025 10:30,22/10/2025 10:30,OK,0,VT-C035,JAI-AMD,OCT-2025,LEGACY_v1
6E6916,DEL,SXR,22/10/2025 19:45,22/10/2025 19:45,OK,0,VT-C029,DEL-SXR,OCT-2025,LEGACY_v1
6E9142,AMD,PAT,22/10/2025 23:00,N/A,CXL,,VT-A049,AMD-PAT,OCT-2025,LEGACY_v1
6E7429,LKO,HYD,22/10/2025 11:45,22/10/2025 11:45,OK,0,VT-E020,LKO-HYD,OCT-2025,LEGACY_v1
6E5830,BHO,COK,22/10/2025 09:15,22/10/2025 09:15,OK,0,VT-A048,BHO-COK,OCT-2025,LEGACY_v1
6E4130,IXB,IXC,22/10/2025 16:00,22/10/2025 16:00,OK,0,VT-D019,IXB-IXC,OCT-2025,LEGACY_v1
6E8976,BOM,IXC,22/10/2025 19:30,N/A,DIV,,VT-C015,BOM-IXC,OCT-2025,LEGACY_v1
6E9908,BOM,HYD,22/10/2025 07:30,22/10/2025 07:30,OK,0,VT-C006,BOM-HYD,OCT-2025,LEGACY_v1
6E4210,VNS,MAA,22/10/2025 07:00,N/A,DIV,,VT-C060,VNS-MAA,OCT-2025,LEGACY_v1
6E6376,GOI,SXR,22/10/2025 03:15,22/10/2025 03:15,OK,0,VT-C021,GOI-SXR,OCT-2025,LEGACY_v1
6E3049,BHO,COK,22/10/2025 23:15,22/10/2025 23:15,OK,0,VT-D036,BHO-COK,OCT-2025,LEGACY_v1
6E642,PAT,HYD,22/10/2025 23:45,22/10/2025 23:45,OK,0,VT-A010,PAT-HYD,OCT-2025,LEGACY_v1
6E5421,JAI,AMD,22/10/2025 14:00,22/10/2025 14:00,OK,0,VT-C020,JAI-AMD,OCT-2025,LEGACY_v1
6E868,CCU,SXR,22/10/2025 00:30,22/10/2025 00:30,OK,0,VT-E006,CCU-SXR,OCT-2025,LEGACY_v1
6E4866,JAI,COK,22/10/2025 11:30,22/10/2025 11:30,OK,0,VT-E014,JAI-COK,OCT-2025,LEGACY_v1
6E8580,GAU,BHO,22/10/2025 02:45,22/10/2025 02:45,OK,0,VT-E051,GAU-BHO,OCT-2025,LEGACY_v1
6E2572,SXR,CCU,22/10/2025 00:15,22/10/2025 00:15,OK,0,VT-E001,SXR-CCU,OCT-2025,LEGACY_v1
6E7896,SXR,ATQ,22/10/2025 01:45,22/10/2025 01:45,OK,0,VT-E029,SXR-ATQ,OCT-2025,LEGACY_v1
6E8590,BLR,VNS,22/10/2025 13:45,N/A,CXL,,VT-A052,BLR-VNS,OCT-2025,LEGACY_v1
6E5109,ATQ,PAT,22/10/2025 19:30,N/A,CXL,,VT-B037,ATQ-PAT,OCT-2025,LEGACY_v1
6E5636,HYD,CCU,22/10/2025 01:45,22/10/2025 04:10,DLY,145,VT-A016,HYD-CCU,OCT-2025,LEGACY_v1
6E5208,GOI,IXB,22/10/2025 12:45,22/10/2025 12:45,OK,0,VT-B016,GOI-IXB,OCT-2025,LEGACY_v1
6E1110,MAA,AMD,22/10/2025 06:30,22/10/2025 06:30,OK,0,VT-D060,MAA-AMD,OCT-2025,LEGACY_v1
6E2762,JAI,BHO,22/10/2025 00:00,22/10/2025 00:00,OK,0,VT-D029,JAI-BHO,OCT-2025,LEGACY_v1
6E4359,DEL,IXB,22/10/2025 05:45,22/10/2025 05:45,OK,0,VT-D032,DEL-IXB,OCT-2025,LEGACY_v1
6E7692,JAI,AMD,22/10/2025 19:45,22/10/2025 19:45,OK,0,VT-A001,JAI-AMD,OCT-2025,LEGACY_v1
6E155,IXB,GAU,22/10/2025 20:30,22/10/2025 20:30,OK,0,VT-E038,IXB-GAU,OCT-2025,LEGACY_v1
6E3493,VNS,MAA,22/10/2025 10:00,22/10/2025 10:00,OK,0,VT-C001,VNS-MAA,OCT-2025,LEGACY_v1
6E3942,JAI,BHO,22/10/2025 09:45,22/10/2025 09:45,OK,0,VT-D011,JAI-BHO,OCT-2025,LEGACY_v1
6E7554,BLR,GAU,22/10/2025 15:30,22/10/2025 15:30,OK,0,VT-B049,BLR-GAU,OCT-2025,LEGACY_v1
6E1666,HYD,LKO,22/10/2025 08:45,22/10/2025 08:45,OK,0,VT-A038,HYD-LKO,OCT-2025,LEGACY_v1
6E8632,COK,PAT,22/10/2025 01:00,22/10/2025 01:00,OK,0,VT-A059,COK-PAT,OCT-2025,LEGACY_v1
6E7610,ATQ,PAT,22/10/2025 09:15,N/A,CXL,,VT-B031,ATQ-PAT,OCT-2025,LEGACY_v1
6E3571,MAA,AMD,22/10/2025 20:00,22/10/2025 22:05,DLY,125,VT-A034,MAA-AMD,OCT-2025,LEGACY_v1
6E9619,GAU,JAI,22/10/2025 10:15,22/10/2025 11:04,DLY,49,VT-C030,GAU-JAI,OCT-2025,LEGACY_v1
6E5812,DEL,LKO,22/10/2025 05:00,22/10/2025 07:05,DLY,125,VT-C003,DEL-LKO,OCT-2025,LEGACY_v1
6E9695,BOM,BLR,22/10/2025 11:00,22/10/2025 11:07,DLY,7,VT-E039,BOM-BLR,OCT-2025,LEGACY_v1
6E6713,IXC,BLR,22/10/2025 19:45,22/10/2025 21:09,DLY,84,VT-A009,IXC-BLR,OCT-2025,LEGACY_v1
6E4106,PNQ,HYD,22/10/2025 10:00,N/A,DIV,,VT-E011,PNQ-HYD,OCT-2025,LEGACY_v1
6E1163,COK,VNS,22/10/2025 17:00,22/10/2025 17:00,OK,0,VT-B005,COK-VNS,OCT-2025,LEGACY_v1
6E8396,COK,IXB,22/10/2025 02:15,22/10/2025 02:15,OK,0,VT-C027,COK-IXB,OCT-2025,LEGACY_v1
6E5604,BHO,COK,22/10/2025 06:45,22/10/2025 07:23,DLY,38,VT-D025,BHO-COK,OCT-2025,LEGACY_v1
6E2722,BHO,CCU,22/10/2025 15:30,22/10/2025 15:52,DLY,22,VT-D021,BHO-CCU,OCT-2025,LEGACY_v1
6E9852,IXC,PNQ,22/10/2025 22:45,22/10/2025 22:45,OK,0,VT-E058,IXC-PNQ,OCT-2025,LEGACY_v1
6E3133,MAA,AMD,22/10/2025 23:45,22/10/2025 23:45,OK,0,VT-B049,MAA-AMD,OCT-2025,LEGACY_v1
6E6110,BOM,PAT,22/10/2025 03:15,22/10/2025 03:15,OK,0,VT-B005,BOM-PAT,OCT-2025,LEGACY_v1
6E5349,BLR,ATQ,23/10/2025 20:30,23/10/2025 20:30,OK,0,VT-C023,BLR-ATQ,OCT-2025,LEGACY_v1
6E2641,BLR,PNQ,23/10/2025 21:45,23/10/2025 21:45,OK,0,VT-E010,BLR-PNQ,OCT-2025,LEGACY_v1
6E5250,DEL,SXR,23/10/2025 22:15,23/10/2025 22:15,OK,0,VT-E028,DEL-SXR,OCT-2025,LEGACY_v1
6E225,BHO,MAA,23/10/2025 02:45,23/10/2025 02:45,OK,0,VT-A034,BHO-MAA,OCT-2025,LEGACY_v1
6E8132,LKO,PAT,23/10/2025 14:45,23/10/2025 14:45,OK,0,VT-E005,LKO-PAT,OCT-2025,LEGACY_v1
6E693,BLR,VNS,23/10/2025 22:00,23/10/2025 22:00,OK,0,VT-C021,BLR-VNS,OCT-2025,LEGACY_v1
6E6339,IXB,PNQ,23/10/2025 04:15,23/10/2025 06:38,DLY,143,VT-A032,IXB-PNQ,OCT-2025,LEGACY_v1
6E1288,AMD,BLR,23/10/2025 00:30,23/10/2025 02:26,DLY,116,VT-D017,AMD-BLR,OCT-2025,LEGACY_v1
6E9118,PNQ,JAI,23/10/2025 14:30,23/10/2025 14:30,OK,0,VT-A024,PNQ-JAI,OCT-2025,LEGACY_v1
6E3129,HYD,COK,23/10/2025 00:30,23/10/2025 00:30,OK,0,VT-B005,HYD-COK,OCT-2025,LEGACY_v1
6E1444,BLR,DEL,23/10/2025 03:30,23/10/2025 03:30,OK,0,VT-A020,BLR-DEL,OCT-2025,LEGACY_v1
6E971,PAT,MAA,23/10/2025 15:45,23/10/2025 15:45,OK,0,VT-D027,PAT-MAA,OCT-2025,LEGACY_v1
6E4890,BOM,AMD,23/10/2025 07:15,23/10/2025 07:15,OK,0,VT-A056,BOM-AMD,OCT-2025,LEGACY_v1
6E6530,MAA,DEL,23/10/2025 14:30,23/10/2025 14:30,OK,0,VT-C035,MAA-DEL,OCT-2025,LEGACY_v1
6E2795,GAU,BLR,23/10/2025 23:15,23/10/2025 23:15,OK,0,VT-C038,GAU-BLR,OCT-2025,LEGACY_v1
6E9873,BOM,AMD,23/10/2025 15:00,23/10/2025 15:00,OK,0,VT-A008,BOM-AMD,OCT-2025,LEGACY_v1
6E6372,DEL,COK,23/10/2025 11:15,N/A,CXL,,VT-D036,DEL-COK,OCT-2025,LEGACY_v1
6E1073,PAT,VNS,23/10/2025 22:30,24/10/2025 00:18,DLY,108,VT-E032,PAT-VNS,OCT-2025,LEGACY_v1
6E4390,JAI,BOM,23/10/2025 05:15,23/10/2025 05:15,OK,0,VT-C014,JAI-BOM,OCT-2025,LEGACY_v1
6E4834,ATQ,JAI,23/10/2025 13:00,23/10/2025 13:00,OK,0,VT-E008,ATQ-JAI,OCT-2025,LEGACY_v1
6E8646,HYD,SXR,23/10/2025 23:15,N/A,CXL,,VT-B046,HYD-SXR,OCT-2025,LEGACY_v1
6E7549,ATQ,COK,23/10/2025 21:45,23/10/2025 21:45,OK,0,VT-C025,ATQ-COK,OCT-2025,LEGACY_v1
6E9077,BLR,VNS,23/10/2025 18:30,23/10/2025 18:30,OK,0,VT-C052,BLR-VNS,OCT-2025,LEGACY_v1
6E2038,HYD,PAT,23/10/2025 04:15,23/10/2025 04:15,OK,0,VT-C036,HYD-PAT,OCT-2025,LEGACY_v1
6E9241,HYD,PNQ,23/10/2025 08:15,23/10/2025 08:15,OK,0,VT-E014,HYD-PNQ,OCT-2025,LEGACY_v1
6E971,DEL,IXB,23/10/2025 21:30,23/10/2025 21:30,OK,0,VT-A037,DEL-IXB,OCT-2025,LEGACY_v1
6E8923,ATQ,PNQ,23/10/2025 21:45,23/10/2025 21:45,OK,0,VT-C003,ATQ-PNQ,OCT-2025,LEGACY_v1
6E540,MAA,PAT,23/10/2025 20:45,N/A,CXL,,VT-B059,MAA-PAT,OCT-2025,LEGACY_v1
6E664,DEL,JAI,23/10/2025 09:30,23/10/2025 09:30,OK,0,VT-B031,DEL-JAI,OCT-2025,LEGACY_v1
6E4450,COK,IXB,23/10/2025 16:45,N/A,CXL,,VT-A015,COK-IXB,OCT-2025,LEGACY_v1
6E7447,GOI,IXB,23/10/2025 16:30,N/A,CXL,,VT-B046,GOI-IXB,OCT-2025,LEGACY_v1
6E5565,BHO,PAT,23/10/2025 07:30,23/10/2025 07:30,OK,0,VT-B002,BHO-PAT,OCT-2025,LEGACY_v1
6E4956,DEL,ATQ,23/10/2025 09:15,23/10/2025 09:15,OK,0,VT-B060,DEL-ATQ,OCT-2025,LEGACY_v1
6E2936,IXB,SXR,23/10/2025 21:45,23/10/2025 21:45,OK,0,VT-E008,IXB-SXR,OCT-2025,LEGACY_v1
6E8150,PAT,AMD,23/10/2025 10:00,23/10/2025 10:00,OK,0,VT-A056,PAT-AMD,OCT-2025,LEGACY_v1
6E8768,COK,BLR,23/10/2025 13:45,23/10/2025 13:45,OK,0,VT-B043,COK-BLR,OCT-2025,LEGACY_v1
6E143,VNS,BOM,23/10/2025 13:15,23/10/2025 14:26,DLY,71,VT-B048,VNS-BOM,OCT-2025,LEGACY_v1
6E1650,DEL,PNQ,23/10/2025 17:45,23/10/2025 17:45,OK,0,VT-C029,DEL-PNQ,OCT-2025,LEGACY_v1
6E339,SXR,PAT,23/10/2025 19:45,23/10/2025 19:45,OK,0,VT-C042,SXR-PAT,OCT-2025,LEGACY_v1
6E3986,DEL,IXC,23/10/2025 19:00,23/10/2025 19:00,OK,0,VT-C003,DEL-IXC,OCT-2025,LEGACY_v1
6E9611,LKO,VNS,23/10/2025 19:00,23/10/2025 19:00,OK,0,VT-A037,LKO-VNS,OCT-2025,LEGACY_v1
6E6148,VNS,GOI,23/10/2025 09:15,23/10/2025 09:15,OK,0,VT-C004,VNS-GOI,OCT-2025,LEGACY_v1
6E5921,SXR,IXC,23/10/2025 18:30,23/10/2025 18:30,OK,0,VT-A011,SXR-IXC,OCT-2025,LEGACY_v1
6E9038,VNS,IXC,23/10/2025 14:30,23/10/2025 14:30,OK,0,VT-A019,VNS-IXC,OCT-2025,LEGACY_v1
6E7142,IXB,AMD,23/10/2025 22:00,23/10/2025 22:00,OK,0,VT-D008,IXB-AMD,OCT-2025,LEGACY_v1
6E945,AMD,GAU,23/10/2025 19:45,23/10/2025 19:45,OK,0,VT-A046,AMD-GAU,OCT-2025,LEGACY_v1
6E4018,COK,IXB,23/10/2025 22:00,23/10/2025 22:00,OK,0,VT-E023,COK-IXB,OCT-2025,LEGACY_v1
6E4387,IXC,GAU,23/10/2025 12:45,23/10/2025 12:45,OK,0,VT-A038,IXC-GAU,OCT-2025,LEGACY_v1
6E3147,AMD,HYD,24/10/2025 03:45,24/10/2025 03:45,OK,0,VT-E016,AMD-HYD,OCT-2025,LEGACY_v1
6E4883,AMD,IXC,24/10/2025 09:30,24/10/2025 09:30,OK,0,VT-E060,AMD-IXC,OCT-2025,LEGACY_v1
6E9504,BLR,MAA,24/10/2025 05:30,24/10/2025 05:30,OK,0,VT-D055,BLR-MAA,OCT-2025,LEGACY_v1
6E2519,GAU,GOI,24/10/2025 13:15,24/10/2025 15:30,DLY,135,VT-B040,GAU-GOI,OCT-2025,LEGACY_v1
6E6434,BHO,VNS,24/10/2025 16:30,24/10/2025 16:30,OK,0,VT-D042,BHO-VNS,OCT-2025,LEGACY_v1
6E601,LKO,VNS,24/10/2025 17:15,N/A,DIV,,VT-B046,LKO-VNS,OCT-2025,LEGACY_v1
6E247,GOI,VNS,24/10/2025 04:15,24/10/2025 04:15,OK,0,VT-B047,GOI-VNS,OCT-2025,LEGACY_v1
6E6661,VNS,HYD,24/10/2025 23:00,24/10/2025 23:00,OK,0,VT-A017,VNS-HYD,OCT-2025,LEGACY_v1
6E6557,HYD,BHO,24/10/2025 04:30,24/10/2025 04:30,OK,0,VT-D017,HYD-BHO,OCT-2025,LEGACY_v1
6E5215,PNQ,CCU,24/10/2025 08:45,N/A,CXL,,VT-B034,PNQ-CCU,OCT-2025,LEGACY_v1
6E3415,COK,BOM,24/10/2025 16:00,N/A,DIV,,VT-C046,COK-BOM,OCT-2025,LEGACY_v1
6E7689,VNS,BLR,24/10/2025 10:45,24/10/2025 10:45,OK,0,VT-A039,VNS-BLR,OCT-2025,LEGACY_v1
6E717,AMD,MAA,24/10/2025 17:00,24/10/2025 17:00,OK,0,VT-D050,AMD-MAA,OCT-2025,LEGACY_v1
6E2367,COK,VNS,24/10/2025 10:30,N/A,CXL,,VT-E049,COK-VNS,OCT-2025,LEGACY_v1
6E8597,AMD,VNS,24/10/2025 18:45,24/10/2025 18:45,OK,0,VT-B004,AMD-VNS,OCT-2025,LEGACY_v1
6E1968,BHO,BLR,24/10/2025 06:45,24/10/2025 06:45,OK,0,VT-C038,BHO-BLR,OCT-2025,LEGACY_v1
6E7464,LKO,BOM,24/10/2025 09:00,24/10/2025 09:00,OK,0,VT-E034,LKO-BOM,OCT-2025,LEGACY_v1
6E1254,LKO,VNS,24/10/2025 13:30,24/10/2025 13:30,OK,0,VT-B031,LKO-VNS,OCT-2025,LEGACY_v1
6E1384,AMD,CCU,24/10/2025 06:45,24/10/2025 06:45,OK,0,VT-C056,AMD-CCU,OCT-2025,LEGACY_v1
6E6009,HYD,IXC,24/10/2025 20:45,24/10/2025 20:45,OK,0,VT-B029,HYD-IXC,OCT-2025,LEGACY_v1
6E9389,PNQ,AMD,24/10/2025 08:15,24/10/2025 08:15,OK,0,VT-C050,PNQ-AMD,OCT-2025,LEGACY_v1
6E3766,LKO,PNQ,24/10/2025 20:45,24/10/2025 21:39,DLY,54,VT-B059,LKO-PNQ,OCT-2025,LEGACY_v1
6E7590,SXR,COK,24/10/2025 13:45,24/10/2025 13:45,OK,0,VT-B003,SXR-COK,OCT-2025,LEGACY_v1
6E3770,GAU,BOM,24/10/2025 10:30,24/10/2025 10:30,OK,0,VT-B050,GAU-BOM,OCT-2025,LEGACY_v1
6E4643,LKO,COK,24/10/2025 01:30,N/A,CXL,,VT-C006,LKO-COK,OCT-2025,LEGACY_v1
6E9999,IXB,JAI,24/10/2025 18:45,24/10/2025 18:45,OK,0,VT-D035,IXB-JAI,OCT-2025,LEGACY_v1
6E5569,IXC,HYD,24/10/2025 15:45,24/10/2025 15:45,OK,0,VT-D005,IXC-HYD,OCT-2025,LEGACY_v1
6E8008,HYD,JAI,24/10/2025 05:00,24/10/2025 05:00,OK,0,VT-D031,HYD-JAI,OCT-2025,LEGACY_v1
6E7625,PAT,PNQ,24/10/2025 06:15,24/10/2025 07:13,DLY,58,VT-B021,PAT-PNQ,OCT-2025,LEGACY_v1
6E9341,PNQ,SXR,24/10/2025 17:45,24/10/2025 17:45,OK,0,VT-D051,PNQ-SXR,OCT-2025,LEGACY_v1
6E7681,HYD,COK,24/10/2025 06:45,24/10/2025 06:45,OK,0,VT-B028,HYD-COK,OCT-2025,LEGACY_v1
6E709,LKO,PAT,24/10/2025 19:30,24/10/2025 19:30,OK,0,VT-D027,LKO-PAT,OCT-2025,LEGACY_v1
6E8734,VNS,GAU,24/10/2025 14:00,24/10/2025 14:00,OK,0,VT-A030,VNS-GAU,OCT-2025,LEGACY_v1
6E8953,JAI,PNQ,24/10/2025 11:00,24/10/2025 11:00,OK,0,VT-C036,JAI-PNQ,OCT-2025,LEGACY_v1
6E2681,SXR,LKO,24/10/2025 21:00,24/10/2025 21:00,OK,0,VT-C002,SXR-LKO,OCT-2025,LEGACY_v1
6E8456,VNS,ATQ,24/10/2025 01:00,24/10/2025 01:00,OK,0,VT-A014,VNS-ATQ,OCT-2025,LEGACY_v1
6E5743,SXR,MAA,24/10/2025 02:15,24/10/2025 03:08,DLY,53,VT-C016,SXR-MAA,OCT-2025,LEGACY_v1
6E297,JAI,SXR,24/10/2025 08:15,N/A,CXL,,VT-D029,JAI-SXR,OCT-2025,LEGACY_v1
6E9980,ATQ,MAA,24/10/2025 22:45,N/A,DIV,,VT-E054,ATQ-MAA,OCT-2025,LEGACY_v1
6E171,VNS,MAA,24/10/2025 18:15,24/10/2025 18:15,OK,0,VT-A030,VNS-MAA,OCT-2025,LEGACY_v1
6E6734,HYD,COK,24/10/2025 18:00,24/10/2025 18:00,OK,0,VT-D039,HYD-COK,OCT-2025,LEGACY_v1
6E174,SXR,IXB,24/10/2025 08:00,24/10/2025 08:00,OK,0,VT-C031,SXR-IXB,OCT-2025,LEGACY_v1
6E2879,BLR,PNQ,24/10/2025 21:45,24/10/2025 23:03,DLY,78,VT-A045,BLR-PNQ,OCT-2025,LEGACY_v1
6E1606,DEL,PNQ,24/10/2025 13:45,24/10/2025 13:45,OK,0,VT-C020,DEL-PNQ,OCT-2025,LEGACY_v1
6E2869,BLR,COK,24/10/2025 23:30,24/10/2025 23:30,OK,0,VT-C026,BLR-COK,OCT-2025,LEGACY_v1
6E1325,GAU,PAT,24/10/2025 23:30,25/10/2025 01:01,DLY,91,VT-D016,GAU-PAT,OCT-2025,LEGACY_v1
6E8275,JAI,BLR,24/10/2025 19:45,24/10/2025 20:56,DLY,71,VT-E052,JAI-BLR,OCT-2025,LEGACY_v1
6E270,BLR,COK,24/10/2025 21:15,24/10/2025 21:15,OK,0,VT-A026,BLR-COK,OCT-2025,LEGACY_v1
6E9259,SXR,GAU,25/10/2025 10:00,25/10/2025 10:00,OK,0,VT-A030,SXR-GAU,OCT-2025,LEGACY_v1
6E3567,GOI,PAT,25/10/2025 10:30,25/10/2025 10:47,DLY,17,VT-A051,GOI-PAT,OCT-2025,LEGACY_v1
6E3890,LKO,VNS,25/10/2025 00:30,25/10/2025 00:30,OK,0,VT-D018,LKO-VNS,OCT-2025,LEGACY_v1
6E9815,CCU,PNQ,25/10/2025 21:15,25/10/2025 21:15,OK,0,VT-D054,CCU-PNQ,OCT-2025,LEGACY_v1
6E2630,GAU,COK,25/10/2025 11:15,25/10/2025 11:15,OK,0,VT-A008,GAU-COK,OCT-2025,LEGACY_v1
6E8880,BOM,VNS,25/10/2025 08:15,N/A,CXL,,VT-C035,BOM-VNS,OCT-2025,LEGACY_v1
6E928,AMD,VNS,25/10/2025 15:45,25/10/2025 15:45,OK,0,VT-B013,AMD-VNS,OCT-2025,LEGACY_v1
6E6362,BHO,PAT,25/10/2025 16:00,25/10/2025 16:00,OK,0,VT-B026,BHO-PAT,OCT-2025,LEGACY_v1
6E9218,GOI,CCU,25/10/2025 19:00,25/10/2025 19:00,OK,0,VT-C042,GOI-CCU,OCT-2025,LEGACY_v1
6E423,CCU,DEL,25/10/2025 14:45,N/A,CXL,,VT-C029,CCU-DEL,OCT-2025,LEGACY_v1
6E7639,PAT,DEL,25/10/2025 02:00,25/10/2025 02:00,OK,0,VT-E006,PAT-DEL,OCT-2025,LEGACY_v1
6E1470,JAI,LKO,25/10/2025 16:00,25/10/2025 16:00,OK,0,VT-E040,JAI-LKO,OCT-2025,LEGACY_v1
6E5702,BOM,DEL,25/10/2025 22:30,25/10/2025 22:56,DLY,26,VT-D017,BOM-DEL,OCT-2025,LEGACY_v1
6E1007,COK,JAI,25/10/2025 02:45,25/10/2025 02:45,OK,0,VT-B030,COK-JAI,OCT-2025,LEGACY_v1
6E1036,PNQ,MAA,25/10/2025 10:00,N/A,CXL,,VT-C030,PNQ-MAA,OCT-2025,LEGACY_v1
6E7013,VNS,COK,25/10/2025 04:30,N/A,DIV,,VT-E012,VNS-COK,OCT-2025,LEGACY_v1
6E7641,CCU,COK,25/10/2025 23:30,N/A,CXL,,VT-B051,CCU-COK,OCT-2025,LEGACY_v1
6E9362,VNS,SXR,25/10/2025 12:30,25/10/2025 12:30,OK,0,VT-A030,VNS-SXR,OCT-2025,LEGACY_v1
6E8943,BOM,CCU,25/10/2025 11:00,25/10/2025 11:00,OK,0,VT-D016,BOM-CCU,OCT-2025,LEGACY_v1
6E7682,GOI,LKO,25/10/2025 05:30,25/10/2025 05:30,OK,0,VT-E028,GOI-LKO,OCT-2025,LEGACY_v1
6E9602,GOI,CCU,25/10/2025 06:45,25/10/2025 06:45,OK,0,VT-A019,GOI-CCU,OCT-2025,LEGACY_v1
6E7323,AMD,BHO,25/10/2025 20:45,25/10/2025 20:45,OK,0,VT-D033,AMD-BHO,OCT-2025,LEGACY_v1
6E4145,PNQ,MAA,25/10/2025 14:45,25/10/2025 15:18,DLY,33,VT-C036,PNQ-MAA,OCT-2025,LEGACY_v1
6E2282,JAI,ATQ,25/10/2025 08:30,25/10/2025 08:30,OK,0,VT-B012,JAI-ATQ,OCT-2025,LEGACY_v1
6E703,IXB,MAA,25/10/2025 08:45,25/10/2025 10:19,DLY,94,VT-C057,IXB-MAA,OCT-2025,LEGACY_v1
6E6431,CCU,IXB,25/10/2025 16:45,25/10/2025 17:18,DLY,33,VT-D015,CCU-IXB,OCT-2025,LEGACY_v1
6E3890,JAI,HYD,25/10/2025 08:30,25/10/2025 08:30,OK,0,VT-E047,JAI-HYD,OCT-2025,LEGACY_v1
6E2009,GOI,CCU,25/10/2025 01:15,25/10/2025 01:15,OK,0,VT-B040,GOI-CCU,OCT-2025,LEGACY_v1
6E4229,BOM,VNS,25/10/2025 05:00,25/10/2025 05:00,OK,0,VT-A051,BOM-VNS,OCT-2025,LEGACY_v1
6E6625,DEL,GAU,25/10/2025 16:45,N/A,CXL,,VT-B005,DEL-GAU,OCT-2025,LEGACY_v1
6E5894,AMD,GOI,25/10/2025 07:45,25/10/2025 07:45,OK,0,VT-D001,AMD-GOI,OCT-2025,LEGACY_v1
6E3122,BHO,AMD,25/10/2025 13:30,25/10/2025 13:30,OK,0,VT-D004,BHO-AMD,OCT-2025,LEGACY_v1
6E8460,IXC,BHO,25/10/2025 11:00,N/A,CXL,,VT-D005,IXC-BHO,OCT-2025,LEGACY_v1
6E3870,COK,BLR,25/10/2025 05:45,25/10/2025 07:55,DLY,130,VT-D026,COK-BLR,OCT-2025,LEGACY_v1
6E6148,BLR,BOM,25/10/2025 00:45,N/A,CXL,,VT-C009,BLR-BOM,OCT-2025,LEGACY_v1
6E4139,ATQ,JAI,25/10/2025 17:45,25/10/2025 17:45,OK,0,VT-C007,ATQ-JAI,OCT-2025,LEGACY_v1
6E9104,BLR,ATQ,25/10/2025 19:00,25/10/2025 19:00,OK,0,VT-E017,BLR-ATQ,OCT-2025,LEGACY_v1
6E2372,PNQ,AMD,25/10/2025 18:45,25/10/2025 18:45,OK,0,VT-A048,PNQ-AMD,OCT-2025,LEGACY_v1
6E1559,GAU,VNS,25/10/2025 12:00,N/A,DIV,,VT-D052,GAU-VNS,OCT-2025,LEGACY_v1
6E9315,ATQ,DEL,25/10/2025 17:30,N/A,DIV,,VT-D015,ATQ-DEL,OCT-2025,LEGACY_v1
6E8661,BLR,LKO,25/10/2025 04:30,25/10/2025 04:30,OK,0,VT-D018,BLR-LKO,OCT-2025,LEGACY_v1
6E5086,DEL,IXB,25/10/2025 22:00,25/10/2025 22:09,DLY,9,VT-B043,DEL-IXB,OCT-2025,LEGACY_v1
6E8675,VNS,LKO,25/10/2025 21:30,25/10/2025 21:30,OK,0,VT-D051,VNS-LKO,OCT-2025,LEGACY_v1
6E8492,LKO,PNQ,25/10/2025 18:00,25/10/2025 18:00,OK,0,VT-E058,LKO-PNQ,OCT-2025,LEGACY_v1
6E1501,MAA,ATQ,25/10/2025 15:00,25/10/2025 15:00,OK,0,VT-A046,MAA-ATQ,OCT-2025,LEGACY_v1
6E2033,BOM,COK,25/10/2025 13:00,N/A,DIV,,VT-E040,BOM-COK,OCT-2025,LEGACY_v1
6E6710,PAT,IXB,25/10/2025 07:15,25/10/2025 07:15,OK,0,VT-E040,PAT-IXB,OCT-2025,LEGACY_v1
6E622,COK,PAT,25/10/2025 04:30,25/10/2025 04:30,OK,0,VT-B041,COK-PAT,OCT-2025,LEGACY_v1
6E3461,MAA,JAI,26/10/2025 17:15,N/A,CXL,,VT-E043,MAA-JAI,OCT-2025,LEGACY_v1
6E3581,IXC,MAA,26/10/2025 19:00,26/10/2025 19:00,OK,0,VT-D060,IXC-MAA,OCT-2025,LEGACY_v1
6E2074,HYD,BHO,26/10/2025 06:00,26/10/2025 06:00,OK,0,VT-C004,HYD-BHO,OCT-2025,LEGACY_v1
6E2413,BHO,IXC,26/10/2025 13:00,26/10/2025 13:00,OK,0,VT-A008,BHO-IXC,OCT-2025,LEGACY_v1
6E396,GAU,HYD,26/10/2025 21:45,26/10/2025 21:45,OK,0,VT-E022,GAU-HYD,OCT-2025,LEGACY_v1
6E1151,PNQ,CCU,26/10/2025 03:15,26/10/2025 03:15,OK,0,VT-E052,PNQ-CCU,OCT-2025,LEGACY_v1
6E2087,IXB,LKO,26/10/2025 08:00,26/10/2025 08:00,OK,0,VT-C049,IXB-LKO,OCT-2025,LEGACY_v1
6E5946,LKO,GOI,26/10/2025 12:15,N/A,CXL,,VT-D021,LKO-GOI,OCT-2025,LEGACY_v1
6E1776,SXR,GOI,26/10/2025 06:15,26/10/2025 06:15,OK,0,VT-D004,SXR-GOI,OCT-2025,LEGACY_v1
